player,score
Andy Rautins,165.0
Yves Pons,164.5
Ken Austin,164.5
Rob Edwards,164.5
Yante Maten,164.5
McKinley Singleton,164.5
Larry Fogle,164.5
Vince Hunter,164.0
Voise Winters,164.0
Fennis Dembo,163.5
Thomas Welsh,163.5
Trevon Duval,163.0
Cliff Alexander,163.0
Myles Patrick,163.0
Myron Jackson,163.0
Wayne Kreklow,162.5
Yuki Kawamura,162.5
Tyler Lydon,162.25
Keyontae Johnson,161.5
Luis Montero,161.5
Coty Clarke,160.5
Petr Cornelie,160.5
Sean Colson,160.16666666666669
Trevor Hudgins,160.0
DeMarco Johnson,160.0
Dennis Boyd,160.0
Mike Williams,159.5
DeVaughn Akoon-Purcell,159.5
Stefano Rusconi,159.5
Seth Lundy,159.0
RJ Nembhard Jr.,159.0
Fab Melo,158.5
Dan Godfread,158.5
Ivan McFarlin,158.5
Sharrod Ford,158.0
Brant Weidner,158.0
Tariq Owens,158.0
Earl Jones,157.75
Luther Wright,157.5
Larry Moffett,157.5
Devin Green,157.0
Nemanja Nedović,156.5
Jeff Foote,156.5
Robert Churchwell,156.5
Brent Scott,156.0
James Lang,156.0
Tyler Bey,155.5
Diamond Stone,154.5
Butch Graves,154.0
PJ Hall,154.0
Jack McVeigh,153.5
Josh Akognon,153.0
Nikita Wilson,152.5
Orlando Graham,152.0
Derrick Rowland,152.0
Vince Edwards,152.0
Reggie Royals,152.0
Mike Tobey,152.0
Carl Bailey,151.0
Yvon Joseph,151.0
Ahmad Caver,151.0
Kris Joseph,150.83333333333331
Cedric Lewis,150.5
Trey Alexander,150.5
Wayman Britt,149.5
Moses Wright,148.0
Taylor Griffin,148.0
Leonard Taylor,147.5
Myles Powell,146.0
Raymond Brown,146.0
Luke Zeller,146.0
Andreas Glyniadakis,145.5
Liam Robbins,145.5
Matt Williams,145.5
Ryan Reid,145.0
Rickie Winslow,144.5
Kyle Wiltjer,144.0
Shea Seals,144.0
Darius Johnson-Odom,143.25
Skeeter Henry,141.5
Kevin Thompson,141.5
Reggie Hanson,140.5
Darington Hobson,140.0
Tony Price,140.0
Rock Lee,139.5
Kyle Alexander,139.5
Chima Moneke,139.5
Mike Hall,139.5
Trey Gilder,139.5
Quincy Olivari,139.5
Keith Smart,139.5
Marcus Cousin,139.0
Tom Sewell,138.5
Sherron Collins,137.5
Keith Starr,137.0
Rolando Ferreira,137.0
Ed Searcy,136.5
Keith Appling,135.0
Dave Magley,134.0
Rastko Cvetković,134.0
Erik Daniels,133.5
Tim Ohlbrecht,133.0
Walter Sharpe,133.0
Ricky Grace,133.0
Nate Darling,132.0
Ulrich Chomche,132.0
Norton Barnhill,131.5
Geno Carlisle,131.0
Dale Wilkinson,129.83333333333331
RayJ Dennis,128.5
Ty-Shon Alexander,127.5
Keith Langford,127.0
M.J. Walker,127.0
Shane Edwards,127.0
Jim Zoet,127.0
Lewis Brown,127.0
Barry Stevens,127.0
Jalen Slawson,127.0
Javin DeLaurier,126.0
Trevor Winter,126.0
Brian Martin,126.0
Kevin Murphy,124.5
Branden Dawson,123.5
Darryl Johnson,123.5
Trevor Keels,120.5
Jarron Cumberland,120.5
Charles Claxton,120.5
Isaiah Crawford,119.0
Sim Bhullar,118.0
London Perrantes,116.5
Garth Joseph,115.5
Scottie Lewis,114.5
Phil Bond,114.5
Jerome Beasley,114.5
Andre Dawkins,114.0
Steven Smith,113.0
Roger Powell,113.0
Patrick Eddie,111.5
Tristen Newton,111.0
Bernie Harris,111.0
Lance Allred,110.5
Spencer Jones,110.0
Jalen Bridges,110.0
Erik Murphy,109.0
Jaylen Martin,108.83333333333334
Filip Petrušev,108.5
Guillermo Díaz,108.5
James Scott,108.0
Sharife Cooper,108.0
Logan Vander Velden,107.5
Sun Yue,105.0
Alex Kirk,105.0
Cat Barber,103.0
Reggie Hearn,103.0
Dennis Horner,103.0
Feron Hunt,102.0
Elias Harris,102.0
Matt Walsh,102.0
Larry Sykes,101.0
Riley Minix,101.0
Trayvon Palmer,101.0
Jaysean Paige,101.0
Zach Lofton,101.0
Charles Cooke,100.5
Dexter Shouse,100.5
Joel Ayayi,97.0
Cui Yongxi,95.0
Miles Simon,95.0
Kannard Johnson,94.0
Jon Teske,93.0
Michael Gbinije,91.5
Aaron Henry,91.0
Jim Garvin,91.0
Patricio Garino,90.0
J.J. O'Brien,89.5
Jerrelle Benimon,89.5
William Howard,89.5
David Wear,89.5
Malevy Leons,88.5
Martynas Andriuškevičius,88.5
Jacob Pullen,88.0
Randy Holcomb,86.5
Stanton Kidd,81.5
Maurice Baker,80.0
Keith Benson,78.0
Bobi Klintman,78.0
Tom Hovasse,77.0
Rob Rose,77.0
Ben Moore,77.0
Harrison Ingram,77.0
Erik McCree,76.5
Casey Shaw,76.5
Kaiser Gates,76.0
Jason Miskiri,76.0
Michael McDonald,76.0
Brandin Knight,76.0
Tyler Davis,76.0
Andrew Funk,75.0
Ben Bentil,70.5
Terrance Roberson,68.0
Guy Rucker,68.0
JaQuori McLaughlin,66.5
Derek Hood,64.5
Ron Crevier,62.666666666666664
Derrick Phelps,60.5
Mile Ilić,60.0
Ibo Kutluay,60.0
Chris McCray,55.0
Daniss Jenkins,54.0
Greg Whittington,54.0
Donte Grantham,53.0
Royce White,53.0
Zyon Pullin,53.0
David Johnson,52.0
Deng Gai,52.0
Arnoldas Kulboka,52.0
Mike Champion,52.0
Dmytro Skapintsev,52.0
Gani Lawal,51.0
Trey McKinney-Jones,51.0
Tyler Hall,51.0
Will Magnay,51.0
Malcolm Cazalon,51.0
Jaime Echenique,51.0
Michael Foster Jr.,51.0
JamesOn Curry,51.0
Jalen Crutcher,51.0
Ade Murkey,51.0
Stan Washington,51.0
Alex Scales,51.0
Slavko Vraneš,51.0
Andy Panko,51.0
Barry Sumpter,51.0
Cedric Hunter,51.0
Jonathan Kerner,51.0
Mark Baker,51.0
Paul Gordon,0.0
Nelson Bobb,0.0
Normie Glick,0.0
Paul Cloyd,0.0
Ray Corley,0.0
Red Owens,0.0
Paul Walther,0.0
Pep Saul,0.0
Ralph Beard,0.0
Ralph Johnson,0.0
Murray Wier,0.0
Robert Hahn,0.0
Marv Schatzman,0.0
Murray Mitchell,0.0
Milo Komenich,0.0
Mike Todorovich,0.0
Max Morris,0.0
Matt Mazza,0.0
Ron Livingstone,0.0
Marshall Hawkins,0.0
Mal McMullen,0.0
Mac Otten,0.0
Leroy Chollet,0.0
Leo Kubiak,0.0
Leo Barnhorst,0.0
Ken Menke,0.0
Johnny Payak,0.0
Johnny Orr,0.0
Rollie Seltz,0.0
Walt Lautenbach,0.0
Slater Martin,0.0
Gerry Calabrese,0.0
Dick Schnittker,0.0
Don Lofgran,0.0
Don Rehfeldt,0.0
Earl Lloyd,0.0
Ed Beach,0.0
Ed Gayda,0.0
Hank DeZonie,0.0
Chuck Cooper,0.0
Herb Scherer,0.0
Ike Borsavage,0.0
Jim Riffey,0.0
Joe Hutton,0.0
Joe McNamee,0.0
Ken Murray,0.0
Chuck Mrazovich,0.0
Cal Christensen,0.0
Stan Patrick,0.0
Warren Perkins,0.0
Tony Lavelli,0.0
Vern Gardner,0.0
Vern Mikkelsen,0.0
Vince Boryla,0.0
Wah Wah Jones,0.0
John Pritchard,0.0
Wayne See,0.0
Bob Lavoy,0.0
Whitey Von Nieda,0.0
Alan Sawyer,0.0
Art Burris,0.0
Bill Sharman,0.0
Bob Cousy,0.0
Bob Donham,0.0
Johnny Macknowski,0.0
Joe Dolhon,0.0
John Oldham,0.0
Ed Macauley,0.0
Clint Wager,0.0
Dale Hamilton,0.0
Danny Wagner,0.0
Dee Gibson,0.0
Dick McGuire,0.0
Dick Mehen,0.0
Dike Eddleman,0.0
Dolph Schayes,0.0
Don Boven,0.0
Don Grate,0.0
Don Otten,0.0
Don Ray,0.0
Duane Klueh,0.0
Earl Dodd,0.0
Ed Bartels,0.0
Cliff Barker,0.0
Chips Sobek,0.0
Charlie Parsley,0.0
Bob Harris,0.0
Bill Gabor,0.0
Bill Herman,0.0
Billy Hassett,0.0
Bob Brannum,0.0
Bob Carpenter,0.0
Bob Evans,0.0
Bob Harrison,0.0
Charley Shipp,0.0
Bob Royer,0.0
Bob Wood,0.0
Bobby Cook,0.0
Brady Walker,0.0
Bud Grant,0.0
Carl Shaeffer,0.0
Ed Leede,0.0
Ed Peterson,0.0
John Hargis,0.0
Ed Stanczak,0.0
Jack Burmaster,0.0
Jack Coleman,0.0
Jack Cotton,0.0
Jack Kerris,0.0
Jack Parkinson,0.0
Jack Phelan,0.0
Jake Carter,0.0
Jerry Nagel,0.0
Jim Nolan,0.0
Jimmy Darden,0.0
Joe Bradley,0.0
Larry Foust,0.0
Joe Holland,0.0
Joe Mullaney,0.0
John Chaney,0.0
Howie Schultz,0.0
Howie Janotta,0.0
Hoot Gibson,0.0
Gene Berce,0.0
Ernie Vandeweghe,0.0
Floyd Volker,0.0
Frank Gates,0.0
Frank Kudelka,0.0
Frankie Brian,0.0
Fred Schaus,0.0
Gene Englund,0.0
Hook Dillon,0.0
Gene Ollrich,0.0
George Feigenbaum,0.0
George Ratkovicz,0.0
Glen Selbo,0.0
Harry Boykoff,0.0
Harry Donovan,0.0
Kevin O'Shea,0.0
Bill Tosheff,0.0
Leon Blevins,0.0
Jim Neal,0.0
Joe Smyth,0.0
Norm Grekin,0.0
Norm Swanson,0.0
Paul Nolen,0.0
Ray Felix,0.0
Rollen Hans,0.0
Walt Davis,0.0
Art Spoelstra,0.0
Bert Cook,0.0
Bob Carney,0.0
Bob Knight,0.0
Bob Pettit,0.0
Bobby Watson,0.0
Boris Nachamkin,0.0
Carl McNulty,0.0
Jim Phelan,0.0
Jim Luisi,0.0
Nat Clifton,0.0
Jim Fritsche,0.0
Don Ackerman,0.0
Don Asmonga,0.0
Don Sunderlage,0.0
Ed Earle,0.0
Ed Smith,0.0
Ernie Barrett,0.0
Ernie Beck,0.0
Frank Reddout,0.0
Gene Dyker,0.0
George Yardley,0.0
Hal Uplinger,0.0
Irv Bemoras,0.0
Isaac Walthour,0.0
Jack George,0.0
Jack Molinas,0.0
Chuck Grigsby,0.0
Dan King,0.0
Dick Farley,0.0
Dick Rosenthal,0.0
Ronnie MacGilvray,0.0
Skippy Whitaker,0.0
Togo Palazzi,0.0
Tom Brennan,0.0
Tom Marshall,0.0
Al Ferrari,0.0
Bob Santini,0.0
Bob Schafer,0.0
Bob Williams,0.0
Chris Harris,0.0
Chuck Mencel,0.0
Chuck Noble,0.0
Corky Devlin,0.0
Dick Atha,0.0
Dick Garmaker,0.0
Red Morrison,0.0
Red Kerr,0.0
Phil Martin,0.0
Gene Shue,0.0
Don Anielak,0.0
Ed Kalafat,0.0
Frank Ramsey,0.0
Frank Selvy,0.0
Fred Christ,0.0
Fred Diute,0.0
George Dempsey,0.0
Mike Kearns,0.0
Herm Hedderick,0.0
Jack Turner,0.0
Jackie Moore,0.0
Jim Tucker,0.0
Ken McBride,0.0
Larry Costello,0.0
Dick Knostman,0.0
Connie Rea,0.0
Clyde Lovellette,0.0
Bob Lochmueller,0.0
John Pilch,0.0
John Rennicke,0.0
Lew Hitch,0.0
Mel Hutchins,0.0
Mel Payton,0.0
Nate DeLong,0.0
Neil Johnston,0.0
Ralph O'Brien,0.0
Ray Ragelis,0.0
Sam Ranzino,0.0
Wally Osterkorn,0.0
Whitey Skoog,0.0
Zeke Sinicola,0.0
Al Masino,0.0
Bill Mlkvy,0.0
John McConathy,0.0
Jim Slaughter,0.0
Jerry Fowler,0.0
Chuck Share,0.0
Norm Mager,0.0
Paul Arizin,0.0
Tommy O'Keefe,0.0
Alfred McGuire,0.0
Andy O'Donnell,0.0
Bob Wilson,0.0
Dave Minor,0.0
Jake Fendley,0.0
Dick Dickey,0.0
Don Barksdale,0.0
Don Savage,0.0
Ed Dahler,0.0
Elmer Behnke,0.0
Jack Kiley,0.0
Blaine Denning,0.0
Bob Naber,0.0
Bob Peterson,0.0
Bob Priddy,0.0
John O'Boyle,0.0
Mark Workman,0.0
Mike O'Neill,0.0
Mo Mahoney,0.0
Moe Radovich,0.0
Monk Meineke,0.0
Pete Darcey,0.0
Ralph Polson,0.0
Sherwin Raiken,0.0
Zeke Zawoluk,0.0
Al Roges,0.0
Bato Govedarica,0.0
Bill Bolger,0.0
Billy Kenville,0.0
Bob Houbregs,0.0
Jim Mooney,0.0
Jim Holstein,0.0
Jim Brasco,0.0
Don Hanrahan,0.0
Bucky McConnell,0.0
Claude Overton,0.0
Danny Finn,0.0
Dick Bunt,0.0
Dick Groat,0.0
Dick Surhoff,0.0
Don Henriksen,0.0
Jim Baechtold,0.0
Eddie Miller,0.0
Gene Conley,0.0
Gene Rhodes,0.0
George McLeod,0.0
Jack McCloskey,0.0
Jack McMahon,0.0
Bill Closs,0.0
Walt Kirk,0.0
Alex Hannum,0.0
Jerry Fleishman,0.0
Jerry Rullo,0.0
Jim Seminoff,0.0
Joe Fabel,0.0
Joe Fulks,0.0
John Abramovic,0.0
John Barr,0.0
John Janisch,0.0
John Logan,0.0
John Mahnken,0.0
John Mills,0.0
John Murphy,0.0
Johnny Norlander,0.0
Johnny Simmons,0.0
Ken Corley,0.0
Ken Keller,0.0
Jerry Kelly,0.0
Jake Weber,0.0
Alex Groza,0.0
Jack Garfinkel,0.0
Hank Beenders,0.0
Hank Biasatti,0.0
Hank Lefkowitz,0.0
Hank Rosenstein,0.0
Harold Brown,0.0
Harold Johnson,0.0
Harold Kottman,0.0
Harry Miller,0.0
Harry Zeller,0.0
Henry Pearcy,0.0
Herschel Baltimore,0.0
Howie Dallmar,0.0
Howie McCarty,0.0
Irv Rothenberg,0.0
Irv Torgoff,0.0
Kenny Sailors,0.0
Kleggie Hermsen,0.0
Lee Knorek,0.0
Leo Gottlieb,0.0
Ossie Schectman,0.0
Pete Lalich,0.0
Petey Rosenberg,0.0
Pop Goodwin,0.0
Press Maravich,0.0
Ralph Kaplowitz,0.0
Ralph Siewert,0.0
Ray Wertis,0.0
Red Dehnert,0.0
Red Mihalik,0.0
Red Wallace,0.0
Roger Jorgensen,0.0
Roy Hurley,0.0
Sonny Hertzberg,0.0
Stan Miasek,0.0
Norm Baker,0.0
Noble Jorgensen,0.0
Nick Shaback,0.0
Mel Riebe,0.0
Leo Mogus,0.0
Leon Brown,0.0
Lou Spicer,0.0
Marty Passaglia,0.0
Max Zaslofsky,0.0
Mel Hirsch,0.0
Michael Bytzura,0.0
Ned Endress,0.0
Mickey Rottner,0.0
Mike McCarron,0.0
Milt Schoon,0.0
Moe Becker,0.0
Nat Frankel,0.0
Nat Militzok,0.0
Hal Crisler,0.0
Grady Lewis,0.0
Gorham Getchell,0.0
Chuck Connors,0.0
Bob Feerick,0.0
Bob Fitzgerald,0.0
Bob Gantt,0.0
Bob Mullens,0.0
Bob Rensberger,0.0
Bob Shea,0.0
Bones McKinney,0.0
Buck Sydnor,0.0
Bud Palmer,0.0
Buddy O'Grady,0.0
Butch van Breda Kolff,0.0
Cecil Hankins,0.0
Charlie Hoefer,0.0
Chet Aubuchon,0.0
Chet Carlisle,0.0
Bob Faught,0.0
Bob Duffy,0.0
Bob Doll,0.0
Art Stolkey,0.0
Al Negratti,0.0
Angelo Musi,0.0
Ariel Maughan,0.0
Armand Cure,0.0
Art Hillhouse,0.0
Art Spector,0.0
Aubrey Davis,0.0
Bob Dille,0.0
Aud Brindley,0.0
Belus Smawley,0.0
Ben Goldfaden,0.0
Ben Scharnus,0.0
Bill Davis,0.0
Bob Cluggish,0.0
Chick Halbert,0.0
Chuck Gilmur,0.0
Gino Sovran,0.0
Connie Simmons,0.0
Frank Mangiapane,0.0
Frankie Baumholtz,0.0
Fred Jacobs,0.0
Fred Scolari,0.0
Fred Sheffield,0.0
Frido Frey,0.0
Garland O'Shields,0.0
Gene Gallette,0.0
George Mearns,0.0
George Munroe,0.0
George Nostrand,0.0
George Pastushok,0.0
George Pearcy,0.0
George Senesky,0.0
Giff Roux,0.0
Frank Fucarino,0.0
Ernie Calverley,0.0
Elmore Morgenthaler,0.0
Don Carlson,0.0
Coulby Gunther,0.0
Deb Smith,0.0
Dick Fitzgerald,0.0
Dick Murphy,0.0
Dick Schulz,0.0
Dino Martin,0.0
Don Eliason,0.0
Ed Sadowski,0.0
Don Martin,0.0
Don Putman,0.0
Doyle Parrack,0.0
Earl Shannon,0.0
Ed Kasid,0.0
Ed Melvin,0.0
Stan Noszka,0.0
Stan Stutz,0.0
Tom Callahan,0.0
Jim Spruill,0.0
Hal Tidrick,0.0
Harry Gallatin,0.0
Herb Krautblatt,0.0
Herm Schaefer,0.0
Howie Rader,0.0
Howie Shannon,0.0
Jack Dwan,0.0
Jack Eskridge,0.0
Jack Maddox,0.0
Jack Nichols,0.0
Jack Smiley,0.0
Jake Bornheimer,0.0
Jake Pelkington,0.0
Jim Browne,0.0
Jim Pollard,0.0
George Mikan,0.0
George Kaftan,0.0
George Glamack,0.0
Doug Holcomb,0.0
Dermie O'Connell,0.0
Dick Shrider,0.0
Dick Triptow,0.0
Dick Wehr,0.0
Dillard Crocker,0.0
Donnie Forman,0.0
Earl Gardner,0.0
Gene James,0.0
Easy Parham,0.0
Ed Mikan,0.0
Fran Curran,0.0
Fred Paine,0.0
Fritz Nagy,0.0
Gale Bishop,0.0
Jim Springer,0.0
Joe Colone,0.0
Dan Kraus,0.0
Joe Graboski,0.0
Ray Ellefson,0.0
Ray Lumpp,0.0
Ray Ramsey,0.0
Red Holzman,0.0
Richie Niemiera,0.0
Roy Pugh,0.0
Tex Ritter,0.0
Tom Kelly,0.0
Walt Budko,0.0
Dick Ricketts,0.0
Ward Williams,0.0
Whitey Kachan,0.0
Al Cervi,0.0
Al Guokas,0.0
Al Miksis,0.0
Ralph Hamilton,0.0
Price Brookfield,0.0
Phil Farbman,0.0
Les Pugh,0.0
John Hazen,0.0
John Mandic,0.0
Johnny Bach,0.0
Kenny Rollins,0.0
Leo Katkaveck,0.0
Leo Klier,0.0
Lionel Malamed,0.0
Paul Napolitano,0.0
Lonnie Eggleston,0.0
Matt Zunic,0.0
Mel McGaha,0.0
Mike Novak,0.0
Odie Spears,0.0
Otto Schnellbacher,0.0
Darrel Brown,0.0
D.C. Wilcutt,0.0
Tom King,0.0
Johnny Jorgensen,0.0
Chet McNabb,0.0
Chick Reiser,0.0
Chink Crossin,0.0
Dick Holub,0.0
Dick O'Keefe,0.0
Elmer Gainer,0.0
Gene Rock,0.0
Gene Stump,0.0
Gene Vance,0.0
Herm Fuetsch,0.0
Herm Klotz,0.0
Jack Hewson,0.0
Jack Rocker,0.0
Jack Tingle,0.0
Jack Toomay,0.0
Carl Meinhold,0.0
Carl Braun,0.0
Bulbs Ehlers,0.0
Wilbert Kautz,0.0
Tommy Byrnes,0.0
Tony Jaros,0.0
Tony Kappen,0.0
Virgil Vaughn,0.0
Walt Miller,0.0
Warren Fenley,0.0
Woody Grimshaw,0.0
Buddy Jeannette,0.0
Wyndol Gray,0.0
Andy Phillip,0.0
Ben Schadler,0.0
Bill Downey,0.0
Bob Hubbard,0.0
Bob O'Brien,0.0
Johnny Ezersky,0.0
Lee Robbins,0.0
Curly Armstrong,0.0
Mel Thurston,0.0
Arnie Johnson,0.0
Arnie Risen,0.0
Bill Calhoun,0.0
Bill Henry,0.0
Bill Miller,0.0
Bill Roberts,0.0
Blackie Towery,0.0
Bob Brown,0.0
Bob Davies,0.0
Bob Kinney,0.0
Bob Tough,0.0
Bobby Wanzer,0.0
Brady Walker,0.0
Bruce Hale,0.0
Charlie Black,0.0
Arnie Ferrin,0.0
Andy Tonkovich,0.0
Andy Kostecka,0.0
Ray Kuka,0.0
Mike Bloom,0.0
Nat Hickey,0.0
Paul Hoffman,0.0
Paul Huston,0.0
Paul Noel,0.0
Paul Seymour,0.0
Red Rocha,0.0
Andy Duncan,0.0
Saul Mariaschin,0.0
Sid Tanenbaum,0.0
Stan Brown,0.0
Wat Misaka,0.0
Al Lucas,0.0
Andrew Levane,0.0
Dick Hemric,0.0
Jim Loscutoff,0.0
Don Bielke,0.0
Daniel Sparks,0.0
Dennis Grey,0.0
Don Carlos,0.0
Don Dee,0.0
Donald Sidle,0.0
Doug Sims,0.0
Dwight Waller,0.0
Ed Biedenbach,0.0
Ed Johnson,0.0
Edgar Lacey,0.0
Elvin Ivory,0.0
Frank Card,0.0
George Stone,0.0
Glynn Saulters,0.0
Harry Barnes,0.0
Henry Logan,0.0
Dave Newmark,0.0
Dallas Thornton,0.0
Wesley Bialosuknia,0.0
Craig Raymond,0.0
Willie Porter,0.0
Willis Thomas,0.0
Al Hairston,0.0
Art Harris,0.0
Barry Orms,0.0
Bill Gaines,0.0
Bill Hosket,0.0
Bob Allen,0.0
Bob Quick,0.0
Bobby Hooper,0.0
Brian Brunkhorst,0.0
Butch Joyner,0.0
Charles Parks,0.0
Charlie Paulk,0.0
Cliff Williams,0.0
Jack Thompson,0.0
Jasper Wilson,0.0
Jay Carty,0.0
Jim Kissane,0.0
Skip Harlicka,0.0
Spider Bennett,0.0
Tom Kondla,0.0
Tony Koski,0.0
Walter Piatkowski,0.0
Wayne Chapman,0.0
Willie Iverson,0.0
Willie Rogers,0.0
Willie Worsley,0.0
Al Cueto,0.0
Bill Bunting,0.0
Billy Evans,0.0
Bob Greacen,0.0
Bob Portman,0.0
Bob Woollard,0.0
Shaler Halimon,0.0
Russell Critchfield,0.0
Rod Knowles,0.0
Mervin Jackson,0.0
Joe Kennedy,0.0
John Clawson,0.0
John Smith,0.0
John Trapp,0.0
Keith Swagerty,0.0
Loy Petersen,0.0
Mike Butler,0.0
Rich Niemann,0.0
Pat Frink,0.0
Penny Early,0.0
Phillip Wagner,0.0
Reggie Lacefield,0.0
Rich Dumas,0.0
Rich Johnson,0.0
Willie Murrell,0.0
Warren Davis,0.0
Ed Conlin,0.0
Julian Hammond,0.0
Kendall Rhine,0.0
Larry Brown,0.0
Larry Bunce,0.0
Larry Conley,0.0
Larry Moore,0.0
Leary Lentz,0.0
Leland Mitchell,0.0
Leroy Wright,0.0
Lester Selvage,0.0
Levern Tart,0.0
Lonnie Wright,0.0
Mal Graham,0.0
Marlbert Pradd,0.0
Matthew Aitch,0.0
Maurice McHartley,0.0
Ken Wilburn,0.0
Johnny Mathis,0.0
Tyrone Britt,0.0
Johnny Jones,0.0
Jay Miller,0.0
Jeffrey Congdon,0.0
Jerry Pettway,0.0
Jim Burns,0.0
Jim Caldwell,0.0
Jim Hadnot,0.0
Jim Jarvis,0.0
Jim Reid,0.0
Jimmy Dawson,0.0
Jimmy Rayl,0.0
Joe Hamood,0.0
John Comeaux,0.0
John Dickson,0.0
John Morrison,0.0
John Postley,0.0
Mike Dabich,0.0
Nick Jones,0.0
Ollie Darden,0.0
Orbie Bowling,0.0
Ronald Franz,0.0
Ronald Kozlicki,0.0
Rubin Russell,0.0
Skip Thoren,0.0
Smokey Gaines,0.0
Sonny Dove,0.0
Stephen Chubin,0.0
Stephen Vacendak,0.0
Steven Kramer,0.0
Terry Kunze,0.0
Tom Kerwin,0.0
Tom Workman,0.0
Tommie Bowens,0.0
Tommy Woods,0.0
Trooper Washington,0.0
Ron Widby,0.0
Ron Perry,0.0
Ron Filipek,0.0
Red Stroud,0.0
Paul Long,0.0
Paul Scranton,0.0
Plummer Lott,0.0
R.B. Lynam,0.0
Randolph Mahaffey,0.0
Randy Stoll,0.0
Rich Peek,0.0
Roland West,0.0
Richard Clark,0.0
Richard Parks,0.0
Richie Moore,0.0
Rick Weitzman,0.0
Riney Lochmann,0.0
Roger Schurig,0.0
Bobby Washington,0.0
Brian Heaney,0.0
Bud Ogden,0.0
Tom Black,0.0
Walker Banks,0.0
Walt Gilmore,0.0
Willie Davis,0.0
Willie Williams,0.0
Barry Nelson,0.0
Barry Yates,0.0
Bobby Fields,0.0
Charlie Lowery,0.0
Charlie Yelverton,0.0
Clarence Glover,0.0
Dana Pagett,0.0
Elnardo Webster,0.0
Fred Hilton,0.0
Gene Phillips,0.0
Gil McGregor,0.0
Vann Williford,0.0
Stephen Wilson,0.0
Butch Booker,0.0
Samuel Watts,0.0
Lonnie Kluttz,0.0
Mack Daughtry,0.0
Marv Winkler,0.0
Mike Maloy,0.0
Mike Pratt,0.0
Mike Price,0.0
Mike Silliman,0.0
Moe Barr,0.0
Pete Cross,0.0
Ralph Ogden,0.0
Rex Morgan,0.0
Roderick McDonald,0.0
Ron Knight,0.0
Ron Nelson,0.0
Samuel Robinson,0.0
Isaiah Wilson,0.0
Jackie Dinkins,0.0
Jackie Ridgle,0.0
Jake Jones,0.0
Bob Davis,0.0
Bob Ford,0.0
Brian Mahoney,0.0
David Bustion,0.0
Eric McWilliams,0.0
Frank Russell,0.0
Frank Schade,0.0
George Bruns,0.0
Harold Fox,0.0
Henry Bacon,0.0
Mark Minor,0.0
Pete Smith,0.0
Sam Sibert,0.0
Stephen Previs,0.0
Al Lujack,0.0
Ansley Truitt,0.0
Al Sanders,0.0
Willie Allen,0.0
Odis Allison,0.0
Jarrett Durham,0.0
Jeff Halliburton,0.0
Jerry Dover,0.0
Jim Marsh,0.0
Loyd King,0.0
Mike Grosso,0.0
Richard Fisher,0.0
William Smith,0.0
Ron Dorsey,0.0
Ron Sanford,0.0
Sid Catlett,0.0
Tom Payne,0.0
Vic Bartolome,0.0
Walt Szczerbiak,0.0
Levi Fontaine,0.0
Larry Mikan,0.0
Ken Spain,0.0
Billy DeAngelis,0.0
Lynn Shackelford,0.0
Mike Barrett,0.0
Mike Lynn,0.0
Ronald Taylor,0.0
Samuel Little,0.0
Tom Hagan,0.0
Wally Anderzunas,0.0
Walter Byrd,0.0
Wilbur Kirkland,0.0
Willie McCarter,0.0
Willie Scott,0.0
A.W. Holt,0.0
Al Henry,0.0
Al Williams,0.0
Bill Stricker,0.0
Luther Green,0.0
Lonnie Lynn,0.0
Larry Bergh,0.0
George Reynolds,0.0
Calvin Fowler,0.0
Dave Scholz,0.0
Dick Grubar,0.0
Erv Staggs,0.0
Floyd Theard,0.0
Gene Williams,0.0
George Tinsley,0.0
John Arthurs,0.0
Grady O'Malley,0.0
Greg Wittman,0.0
Hal Jeter,0.0
Jack Gillespie,0.0
Jerry McKee,0.0
Jerry Rook,0.0
Bill Zopf,0.0
Bob Riley,0.0
John Vallely,0.0
Bobby Croft,0.0
Greg Fillmore,0.0
Greg Howard,0.0
Greg Hyder,0.0
Harry Laurie,0.0
Harvey Marlatt,0.0
Herb White,0.0
Howie Wright,0.0
Jake Ford,0.0
Jeff Webb,0.0
Jim Hayes,0.0
Jim Wilson,0.0
Jimmy Collins,0.0
Joe Cooke,0.0
Joe DePre,0.0
Joe Thomas,0.0
Gary Zeller,0.0
Gary Suiter,0.0
Gary Freeman,0.0
Dave Sorenson,0.0
Carl Fuller,0.0
Charles Hentz,0.0
Chuck Lloyd,0.0
Clarence Brookins,0.0
Claude English,0.0
Dan Hester,0.0
Dennis Stewart,0.0
Garfield Smith,0.0
Dick Nemelka,0.0
Earle Higgins,0.0
Earnie Killum,0.0
Eddie Mast,0.0
Fran O'Hanlon,0.0
Fred Taylor,0.0
Ira Harge,0.0
Howard Bayne,0.0
Herschell Turner,0.0
Gene Guarilia,0.0
John Richter,0.0
Johnny Green,0.0
Maurice King,0.0
Nick Mantis,0.0
Rudy LaRusso,0.0
Tom Hawkins,0.0
Tony Windis,0.0
Wayne Stevens,0.0
Whitey Bell,0.0
Wilt Chamberlain,0.0
Al Attles,0.0
Bob Boozer,0.0
Bob McNeill,0.0
Darrall Imhoff,0.0
Dave Budd,0.0
Joe Ruklick,0.0
Gary Alcorn,0.0
Rich Eichhorst,0.0
Cal Ramsey,0.0
Jim Palmer,0.0
K.C. Jones,0.0
Larry Staverman,0.0
Mike Farmer,0.0
Pete Brennan,0.0
