player,score
Randolph Keys,983.8571428571429
Donatas Motiejūnas,981.8333333333334
Brian Roberts,981.7857142857142
MarShon Brooks,980.9375
Žan Tabak,980.5625
Eddie Lee Wilkins,980.3333333333333
Mike Sojourner,979.3333333333333
Ime Udoka,978.8571428571429
James Hardy,978.375
Rowland Garrett,978.1944444444445
Paul Thompson,973.0
Hollis Thompson,972.5
John Konchar,972.0833333333333
Dereck Lively II,972.0
Sean Marks,971.8181818181819
Mark Macon,971.125
Ike Diogu,970.75
Bill Garnett,970.625
Ray Tolbert,970.5
Mike Davis,970.3333333333333
Brandin Podziemski,967.25
Earl Barron,967.2307692307692
Earl Clark,964.75
Stephon Castle,963.5
Jim Les,963.0
Russ Schoene,961.1666666666665
Lloyd Walton,960.5
Jerian Grant,960.5
Dean Wade,958.1666666666667
Max Christie,957.0
Todd Lichti,956.5625
Isaiah Jackson,956.125
Ron Riley,956.0833333333334
Reggie Slater,955.1153846153846
Bubbles Hawkins,954.875
Mo Layton,954.0833333333334
Gabe Vincent,952.0833333333335
Steve Green,951.5833333333333
Sam Smith,951.5625
Tellis Frank,951.5
Oshae Brissett,950.0
Anthony Roberts,949.0
Trendon Watford,947.625
Johnny Davis,947.1666666666667
James Singleton,947.1428571428572
Eldridge Recasner,947.0
Sean Kilpatrick,946.75
Robert Smith,946.6818181818182
Alexey Shved,946.5
Thon Maker,946.2857142857144
Luther Rackley,945.875
Monte Towe,945.0
Ausar Thompson,944.75
Landry Fields,944.5
Billy Ray Bates,944.3333333333333
Gradey Dick,944.25
Dirk Minniefield,944.0714285714286
Mickey Davis,944.0
Mark McNamara,943.25
Tyus Edney,942.875
Dominic McGuire,940.3636363636363
A.J. Price,940.0555555555555
GG Jackson II,940.0
Lorenzo Williams,939.7307692307693
Casey Jacobsen,939.3333333333334
Johnny Baum,938.8809523809524
Ian Clark,938.75
Dick Gibbs,938.2142857142858
Ziaire Williams,937.5
Rob Williams,936.75
Eric Paschall,934.6666666666667
Ochai Agbaji,934.5
John Warren,933.5
George Adams,932.5
Bobby Hurley,932.1428571428571
Ken Bannister,932.0
Sean Higgins,931.125
Solomon Jones,930.75
Sterling Brown,928.0
Bob Thornton,926.0
Marty Byrnes,925.75
Jelani McCoy,925.625
Jamie Feick,925.5555555555557
Tom Abernethy,925.1428571428571
Lorenzo Romar,924.1111111111111
Toumani Camara,923.0
Donnell Harvey,920.8888888888889
Dick Cunningham,920.8571428571428
Greg Grant,919.3636363636365
Kenny Higgs,919.3333333333333
Denzel Valentine,918.2142857142857
Mike Wilks,917.7857142857142
Shaquille Harrison,916.4444444444445
Rodney Carney,916.3571428571428
Vladimir Stepania,915.4166666666666
Andrew Nicholson,914.4285714285714
John Amaechi,913.5
Leon Powe,912.9285714285714
Day'Ron Sharpe,912.375
Kevin McKenna,911.3333333333335
Tarik Black,910.0833333333333
Steve Harris,909.6428571428571
Jordan Hamilton,909.2142857142856
Brad Wanamaker,909.0625
Tony Bradley,908.5
Jiří Welsch,907.1666666666667
Jordan Goodwin,906.8333333333333
Aleksej Pokusevski,906.4166666666667
R.J. Hampton,905.5
Emanual Davis,905.1666666666667
Tim Kempton,903.5
Frank Jackson,903.0
Josh Boone,902.25
Stanislav Medvedenko,901.5714285714286
Hilton Armstrong,900.4999999999999
Todd MacCulloch,899.875
Bruno Fernando,899.5
Antonio Harvey,899.25
Marcus Liberty,899.1666666666667
Chris Douglas-Roberts,898.6666666666666
George Karl,897.5
Nassir Little,897.0
LaRue Martin,896.0
Henry James,895.0555555555555
Željko Rebrača,893.2857142857143
Lloyd Daniels,892.8333333333334
Michael Stewart,892.25
Jordan McLaughlin,891.875
Darius Miller,891.8333333333333
Kirk Snyder,891.5833333333335
Paul Reed,891.5
Mike Sweetney,891.125
Lamar Stevens,890.5833333333334
Charles Edge,890.0
Kevin Williams,888.9285714285713
Harold Miner,888.125
Cam Whitmore,888.0
Richard Dumas,887.8333333333333
Henry Walker,886.0
Fabricio Oberto,885.9999999999999
Travis Mays,885.8333333333333
John Lucas III,884.5
Pablo Prigioni,884.0833333333334
Johnny High,883.375
Rodrigue Beaubois,883.25
Greg Oden,881.6666666666666
Joel Kramer,879.0
Dan Anderson,877.3571428571429
A.J. English,877.25
Joffrey Lauvergne,877.1666666666667
Terry Driscoll,877.125
Cristiano Felício,876.1666666666667
Mel Davis,876.0
Stan Love,875.0
Henry Sims,873.9166666666666
Kenny Fields,873.25
Zach Edey,872.5
Shane Larkin,871.625
Tom Garrick,870.2857142857142
Damyean Dotson,870.0
Zavier Simpson,869.75
Jimmer Fredette,868.0
James Anderson,866.7142857142859
Sam Hauser,866.625
Moses Moody,866.125
Bol Bol,866.0833333333333
Dragan Bender,865.9166666666667
Malachi Flynn,865.2142857142858
Cameron Oliver,864.75
Rodney White,864.75
Donté Greene,864.25
Dwayne Bacon,863.875
Terrence Williams,863.375
Abdul Jeelani,863.0
Chuck Terry,862.6666666666667
Byron Mullens,862.2142857142857
Mike Iuzzolino,860.75
Rodney Buford,860.0
Winford Boynes,857.0
Yves Missi,857.0
Keon Johnson,856.0
Jake Layman,855.0833333333333
Charlie Davis,854.5
Jeff Adrien,854.2142857142857
Brook Steppe,853.0
Scotty Pippen Jr.,852.6666666666665
D.J. White,851.25
Cedric Henderson,850.625
Moses Brown,850.0
Thomas Jordan,849.0
Mel Bennett,848.5
Jay Williams,847.5
Donald Sloan,847.25
Al Eberhard,846.25
Greg Smith,846.2426470588235
Jeff Judkins,846.0
Trayce Jackson-Davis,845.75
Zaccharie Risacher,845.5
Keith Jennings,844.0
D.J. Wilson,842.375
Vonteego Cummings,842.3333333333334
Patrick McFarland,842.1666666666667
Carl Nicks,842.0
Jordan McRae,841.7222222222222
Pete Verhoeven,841.5833333333333
Jeremy Evans,840.7142857142858
Jerome Lane,838.5625
Dwayne Schintzius,837.625
Rod Foster,837.0
Lowes Moore,836.1666666666666
Kenny McIntosh,836.0
Ticky Burden,835.6666666666666
Kenny Williams,835.625
Chris Duarte,835.125
Jared Butler,834.25
Wes Iwundu,834.1428571428571
Cedrick Hordges,833.75
Quinn Cook,833.6111111111111
Brandon Boston Jr.,832.625
Keith Lee,832.0
Malaki Branham,830.3333333333333
Ryan Arcidiacono,830.3333333333333
Nikola Jović,830.0
Chuma Okeke,829.0
Ronald Thomas,828.375
Juan Carlos Navarro,827.0
Sean May,826.5
Keith McLeod,826.3333333333333
Juan Toscano-Anderson,826.1428571428571
Jeremiah Robinson-Earl,825.0
Dave Feitl,823.5
Lloyd Batts,823.0
Bob Elliott,822.6666666666665
Semi Ojeleye,822.2142857142858
Jaylen Wells,821.5
Paul Graham,821.5
Yuta Watanabe,820.4375
Ricky Berry,819.0
Mike Flynn,818.5
Gerald Glass,818.1875
Jaden Hardy,818.0
Bryce Drew,817.1666666666666
Julian Champagnie,817.0
Cheick Diallo,817.0
Miles McBride,816.625
Jaylen Hoard,816.5
William Bedford,813.8333333333334
Sam Young,813.1666666666666
Jonny Flynn,813.0
Sam Dekker,812.6428571428571
Fred Saunders,811.8333333333333
Sandro Mamukelashvili,811.4166666666667
Greg Graham,811.0714285714284
Chris Quinn,808.9166666666667
Jake LaRavia,807.5
Jim Bradley,807.1666666666666
Mark Davis,806.5625
Claude Virden,806.0
Théo Maledon,805.25
LaBradford Smith,804.5
Carlton Carrington,804.0
Trevor Wilson,803.75
Bernard Thompson,803.5
Chuck Nevitt,803.090909090909
Archie Goodwin,801.6666666666666
Jock Landale,801.0
Wayne Selden,800.6875
Jabari Brown,799.0
John Jenkins,798.75
Shawn Respert,798.125
Cason Wallace,796.75
Dave Hoppen,795.75
Isaiah Roby,795.375
Larry Finch,794.25
Derrick Gervin,789.5
Stephen Graham,788.5
D.J. Mbenga,788.2222222222223
Vasilije Micić,787.25
Skal Labissière,786.6666666666667
Hank McDowell,786.375
Gary Melchionni,785.75
Zeke Nnaji,785.5
Ollie Mack,785.4999999999999
Tyler Ennis,785.125
Renaldo Balkman,784.625
Jason Collier,783.5
Bob Nash,783.0
Jordan Hawkins,782.75
Michael Smith,781.2083333333333
Frank Mason III,781.125
DeAndre Liggins,780.8888888888889
Donald Hodge,780.0714285714286
Xavier Henry,780.0
Tracy Moore,780.0
Eddie Gill,777.6666666666666
Louis King,777.625
Kendall Marshall,777.5
Trevor Ruffin,776.25
Steve Henson,776.2142857142856
Haywood Highsmith,775.0
Abdel Nader,773.5
Larry Robinson,772.8636363636363
David Roddy,770.5
Dan Anderson,770.3571428571429
Peyton Watson,768.5
Shavlik Randolph,767.1666666666665
Jarrett Culver,767.125
Dee Brown,766.5833333333333
Acie Earl,766.25
Salim Stoudamire,765.3333333333334
Bob Carrington,764.625
David Harrison,764.625
Sam Merrill,764.5
K.J. McDaniels,764.0
Jarell Martin,764.0
Kel'el Ware,763.0
Charles Pittman,762.75
PJ Dozier,762.1428571428571
Pétur Guðmundsson,761.875
Charles Smith,761.3695652173913
Bobby Brown,761.0
Alexander Volkov,760.25
Skylar Mays,760.0833333333334
Jeff Ayres,759.0833333333335
Ryan Kelly,758.625
Jaylin Williams,756.6666666666667
Lionel Billingy,756.0
Fly Williams,753.5
Gustavo Ayón,753.5
Mardy Collins,753.25
Mike Smrek,753.1666666666666
Terence Stansbury,752.8333333333333
Lancaster Gordon,751.625
KJ Martin,751.5
Loren Woods,751.25
Salah Mejri,750.875
Julian Wright,750.375
Roshown McLeod,749.5
Earl Williams,748.5
Sylvester Gray,747.5
Walt Lemon Jr.,744.75
Jim Farmer,744.0714285714286
Todd Fuller,744.0
Saben Lee,744.0
Bob Christian,743.2142857142858
Acie Law,743.0555555555555
Terry Duerod,743.0
Jabari Walker,742.8333333333333
Steve Hayes,742.7142857142858
Eric Fernsten,742.5
Junior Harrington,742.5
Jordan Bell,742.3888888888889
Anthony Black,742.25
Tod Murphy,742.1428571428572
Edmond Sumner,742.0
Jim Thomas,741.625
Treveon Graham,740.4166666666666
Šarūnas Jasikevičius,739.75
Adrian Branch,739.375
Bryan Warrick,739.1666666666667
Reggie Jordan,738.125
Dajuan Wagner,738.0
Allonzo Trier,738.0
J.J. Anderson,738.0
Jack Givens,737.25
Steve Bracey,737.0
Lonny Baxter,736.9444444444443
Von Wafer,734.625
Ray McCallum,733.5
Kyshawn George,733.0
Festus Ezeli,731.6666666666666
Patrick McCaw,731.5714285714287
Alec Kessler,730.625
Carey Scurry,730.5
Duane Washington Jr.,730.25
Anthony Miller,730.2272727272727
Clifford Rozier,730.0
Harold Ellis,730.0
Wenyen Gabriel,730.0
Jerome Robinson,728.0
Brice Sensabaugh,726.0
Ben McDonald,726.0
Charles Jones,725.8913043478262
Sonny Weems,725.1666666666666
Kenny Battle,724.75
Byron Houston,724.0
Omari Spellman,723.75
Mike James,723.125
Larry Spriggs,723.0
Steve Burtt,722.875
Andre Turner,722.25
Aulcie Perry,721.0
Vit Krejci,720.625
Eric Riley,720.0
Jan Veselý,719.5
Wilson Washington,718.625
Harthorne Wingo,718.4583333333334
Marcus Sasser,718.0
Ivan Johnson,717.5
Corey Benjamin,716.75
Bruno Caboclo,715.1818181818181
John Thomas,715.0
Daeqwon Plowden,714.5
Dallas Comegys,713.25
Luka Šamanić,712.875
Lindy Waters III,712.8333333333335
Pace Mannion,711.625
Uwe Blab,711.2857142857143
Chris Anstey,710.8333333333334
Jeff Withey,710.0
Billy Shepherd,709.0
Adrian Caldwell,708.5625
Isaiah Collier,708.5
Derrick Brown,707.5
Wilbert Robinson,707.5
Derrick Chievous,707.0
Linton Johnson,706.6666666666667
Ira Terrell,705.375
Hasheem Thabeet,704.8888888888889
Troy Williams,704.4285714285713
Rudy Macklin,704.1666666666667
Billy Schaeffer,704.0
Brooks Thompson,703.75
Chris Porter,703.5
Rusty LaRue,703.5
Larry Demic,702.6666666666667
Noah Clowney,702.5
Charles Bassey,702.125
Anthony Gill,702.0
Granville Waiters,702.0
Greg Sutton,701.5
Sedric Toney,701.2222222222222
Sekou Doumbouya,701.0
Vince Williams Jr.,700.5
Henry Ellenson,700.2142857142858
Steve Alford,700.0
Manny Harris,699.875
David Vaughn,698.5555555555555
Kedrick Brown,698.4166666666666
Bobby Wilson,698.25
Calvin Garrett,697.875
Robert Sacre,697.75
Bernie Fryer,696.6666666666667
Jalen Wilson,696.0
Wayne Robinson,696.0
Armoni Brooks,695.5
Chris Copeland,695.375
Mateen Cleaves,695.3333333333334
P.J. Hairston,695.125
Tristan Da Silva,694.5
Taylor Hendricks,694.25
Raül López,694.25
Keith Herron,693.1666666666666
Kelvin Upshaw,691.6875
Romeo Langford,690.6666666666666
Jeff Martin,690.5
Greg Stiemsma,690.5
Tyler Dorsey,690.0
Ed Sherod,689.0
Cliff Pondexter,687.0
Dalton Knecht,686.5
Chasson Randle,686.25
Khyri Thomas,685.6666666666666
Isaiah Livers,684.8333333333333
Javaris Crittenton,683.0833333333333
Alfonzo McKinnie,683.0
Barry Parkhill,683.0
Harry Giles,682.1666666666667
Thanasis Antetokounmpo,682.1666666666665
Jeremy Pargo,682.0
Tony Dumas,681.6666666666666
Adam Morrison,680.0
Chris McNealy,679.6666666666666
Jerry Eaves,678.625
Sean Williams,677.5833333333334
Viktor Khryapa,677.375
Gary Clark,674.8888888888888
Qyntel Woods,674.5
Steve Scheffler,674.1666666666666
Butch Lee,674.0833333333333
Jerrod Mustaf,674.0
Isaiah Whitehead,674.0
Pero Antić,673.0
Álex Abrines,671.5
Adreian Payne,670.6666666666666
Delaney Rudd,670.25
Eugene Omoruyi,669.5
Alan Williams,669.5
Chris Smith,669.0
Eric Washington,669.0
Sidney Lowe,668.5833333333333
David Thirdkill,668.5625
Zendon Hamilton,667.875
Hamed Haddadi,667.0714285714284
Bill Curley,665.8333333333334
Elmore Spencer,665.7857142857143
Keon Ellis,665.1666666666666
Ky Bowman,665.0
Chris Johnson,664.5714285714286
Malcolm Delaney,664.5
Travis Diener,664.4285714285714
Guerschon Yabusele,664.1666666666666
Tyler Ulis,663.8333333333333
Julian Strawther,663.75
Audie Norris,663.6666666666667
Shawn Long,663.0
Nate Hawthorne,662.8333333333333
Tyrone Wallace,662.0
Justin Hamilton,661.6428571428571
Corey Gaines,661.5
George King,660.9375
Chandler Hutchison,659.25
John Laskowski,659.25
Facundo Campazzo,658.8333333333334
Donovan Clingan,658.5
Willie Reed,658.5
Mike D'Antoni,657.5
Vincent Yarbrough,656.5
Anthony Bennett,656.0
Michael Wiley,655.25
Georgios Kalaitzakis,655.1666666666666
Justin Edwards,655.0
Samardo Samuels,654.8333333333333
Walker Russell,654.2857142857143
Ronnie Robinson,653.375
Walter Bond,652.5
Ante Žižić,652.1666666666667
Walter Herrmann,651.5
Anthony Jones,651.2857142857142
Harry Rogers,650.5
Sam Pellom,650.3333333333333
Stojko Vranković,650.0
Loren Meyer,649.5
Johnny Juzang,649.3333333333334
Terrance Ferguson,648.375
Rudy White,648.2142857142857
Brandon Goodwin,646.75
Tal Skinner,646.25
Anthony Frederick,646.1666666666666
Antonio Blakeney,646.0
Omer Yurtseven,645.5
Chris Engler,645.0909090909091
Žarko Čabarkapa,644.5
Sindarius Thornwell,643.9166666666667
Lester Hudson,643.625
Billy Harris,643.5
Mychal Mulder,643.0
Bayard Forrest,642.75
Bill Higgins,642.5
Bob McCann,642.0
Wang Zhizhi,641.5714285714287
A.J. Green,640.3333333333334
Kessler Edwards,639.1666666666666
Perry Moss,638.625
Andre Spencer,637.6666666666667
Phil Pressey,637.5
Jericho Sims,635.75
Ivan Rabb,635.0
Dwight Buycks,634.0
Chris Singleton,633.0
Andrew Harrison,632.8333333333334
Josh Christopher,632.6666666666666
Miloš Teodosić,632.5
Ken Durrett,632.1666666666666
Kasib Powell,631.0
Kira Lewis Jr.,630.7857142857142
Nick Smith Jr.,630.25
Will Solomon,629.25
Mickaël Gelabale,629.1666666666667
Mike Harper,628.0
Winston Bennett,628.0
Luka Garza,627.375
John Morton,627.0
Sundiata Gaines,627.0
Scott Roth,626.5
Michael Bradley,626.25
Jorge Garbajosa,625.25
Nick Calathes,625.25
Neemias Queta,625.0
Tosan Evbuomwan,624.625
Ronald Dupree,623.5625
Richie Frahm,623.4166666666667
Trajan Langdon,623.1666666666666
R.J. Hunter,623.125
Bill Chamberlain,623.0
Chris Chiozza,622.75
Milt Williams,622.625
Keith Edmonson,622.625
Duck Williams,622.0
Jeff Taylor,621.5
Kyle Filipowski,621.5
John Duren,620.1666666666666
Dedric Willoughby,620.0
Marcus Williams,618.9375
DaQuan Jeffries,617.7857142857143
Ndudi Ebi,617.75
Mãozinha Pereira,617.0
Sam Williams,616.9375
Kevin Loder,616.0
Blake Wesley,615.8333333333334
Othell Wilson,615.75
Connie Norman,614.8333333333334
Kenny Payne,614.625
Jermaine Jackson,614.4285714285713
Evan Eschmeyer,614.25
Johnny O'Bryant,614.2499999999999
Ja'Kobe Walter,613.5
Tate George,613.25
Ryan Lorthridge,612.0
Gus Bailey,611.5
Brian Howard,611.25
William Franklin,611.1666666666667
Bo Ellis,610.5
Joby Wright,608.5
Ed O'Bannon,607.625
Sam Smith,607.5625
Kris Murray,607.0
Eric Mobley,607.0
Darius Morris,606.8571428571429
Tristan Vukcevic,606.5
Gary Forbes,606.0
Michael Anderson,606.0
Kornél Dávid,605.5
JT Thor,604.0
Derrick Alston,603.9999999999999
Ansu Sesay,603.875
Tierre Brown,603.375
Vlatko Čančar,603.0
Laron Profit,601.875
James Wilkes,601.5
Jerome Dyson,601.5
Justin Champagnie,600.1666666666666
Jérôme Moïso,599.6875
Scott English,599.1666666666667
Alex Poythress,598.6666666666665
Justin Reed,598.5
Obinna Ekezie,598.5
Lucas Nogueira,598.5
Lawrence Moten,598.1666666666666
Tracy Jackson,597.5
Quincy Douby,597.5
Bruno Šundov,597.2777777777778
Reggie Perry,597.25
Lorenzo Brown,597.0
Dennis Wuycik,597.0
Jim Brogan,596.0
Tom Barker,595.5
Michael Ansley,595.0
Raymond Townsend,594.8333333333333
Kelan Martin,593.5
Stephen Howard,592.75
Mamadou N'Diaye,592.3571428571429
Trent Forrest,591.625
Yakhouba Diawara,591.375
Dexter Cambridge,590.5
Kyrylo Fesenko,589.5
Kadeem Allen,588.6666666666666
Rick Carlisle,588.5
Michael Phelps,587.8333333333333
Andre Barrett,587.75
Nikoloz Tskitishvili,587.75
Mike Batiste,587.5
Kyle Weaver,587.1666666666666
Keith Closs,586.6666666666667
Paul Ruffner,586.6666666666666
Mike Davis,586.3333333333334
Jay Scrubb,585.6666666666667
Hanno Möttölä,585.0
Joel Freeland,584.3333333333334
Marlon Maxey,584.25
Frankie Sanders,583.75
Quincy Lewis,582.75
Robert Swift,582.625
Roy Ebron,582.5
Javon Freeman-Liberty,582.0
Theo Pinson,581.5
Jamie Watson,580.8333333333333
Tony Bennett,580.3333333333334
Mouhamed Gueye,580.25
Duop Reath,580.25
Quinten Post,579.5
Elie Okobo,579.25
Ryan Dunn,579.0
Khalid El-Amin,577.5
Deyonta Davis,577.0
Jonathan Mogbo,577.0
Byron Irvin,577.0
Brad Branson,577.0
Antonio Lang,576.75
Devin Cannady,576.75
Marlon Redmond,576.25
Andre Ingram,576.0
Zoran Planinić,575.5
Joshua Primo,574.3333333333334
Jarace Walker,574.25
Joe Courtney,573.75
Ousmane Dieng,573.5
Ben Sheppard,573.5
Mark Randall,571.4375
KJ Simpson,571.0
Jay Huff,570.75
Jeenathan Williams,570.6666666666666
Derrick Dial,569.8333333333334
Nicolò Melli,567.5
Jermaine Taylor,567.125
Anthony Taylor,566.0
Terry Taylor,566.0
Mark Pope,565.9166666666666
Gerard King,565.1666666666667
Mason Jones,564.6666666666666
Josh Huestis,564.3333333333334
Brian Evans,562.5
Nando De Colo,562.25
Brian Rowsom,562.0
Orlando Johnson,561.7857142857143
Daniel Santiago,561.375
Joe Kopicki,561.3333333333333
Randy Woods,561.0
Matas Buzelis,560.5
Jabari Smith,559.75
Markel Brown,559.6666666666667
Jimmy Oliver,559.5
Bo Kimble,559.1666666666667
T.J. Leaf,559.125
Rodions Kurucs,559.0833333333334
Jonathan Gibson,558.5
Kenneth Lofton Jr.,558.5
Trevelin Queen,557.5
Leon Benbow,557.5
Paul Zipser,556.75
Bernard Robinson,556.5
Ricky Council IV,555.5
Chris King,555.5
Alize Johnson,554.625
Jamal Shead,554.0
Ed Gray,553.75
AJ Griffin,553.25
Moussa Diabaté,552.8333333333334
Kevin Pritchard,552.5833333333334
Davon Reed,552.5
David Duke Jr.,552.25
Matt Thomas,552.0
Jaden Springer,551.1666666666666
Oliver Lafayette,551.0
Aaron Jackson,551.0
Tarence Kinsey,550.6666666666667
Chris Johnson,550.5714285714286
Briante Weber,550.5555555555555
David Andersen,550.5
Xavier Rathan-Mayes,550.0
Anthony Lamb,549.6666666666666
Olivier Sarr,549.3333333333335
Paul Stovall,549.25
Jacob Gilyard,549.25
Anthony Cook,548.9166666666666
Johnathan Motley,548.5
J.R. Bremer,547.875
Dominick Barlow,547.8333333333334
Elliot Williams,547.8333333333333
Carl Thomas,547.6666666666667
Wallace Bryant,547.5
George Zídek,547.2142857142858
Lindsay Hairston,547.0
Roy Rogers,547.0
Ron King,546.5
Brian Quinnett,546.0
Pops Mensah-Bonsu,545.5
C.J. Kupec,545.3333333333334
Caleb Houstan,545.3333333333333
Glenn McDonald,545.1666666666667
Isaac Bonga,544.875
Admiral Schofield,544.75
Dalen Terry,544.3333333333334
Terence Morris,544.0
Gabe York,543.75
Litterial Green,543.5
James Michael McAdoo,543.5
Micah Potter,542.25
Joey Dorsey,541.6666666666666
Chris Corchiani,541.0
Tony Farmer,541.0
Bob Arnzen,541.0
Orlando Robinson,541.0
Brandon Davies,540.0
Ron Holland,540.0
Edy Tavares,540.0
Larry Micheaux,539.25
Chris Robinson,539.125
Oleksiy Pecherov,538.5
Ben Uzoh,538.0
Dru Smith,537.5
Perry Jones,537.1666666666667
Carlos Terry,536.5
Ajay Mitchell,536.5
Chris Welp,536.5
Nick Vanos,535.5
Hassani Gravett,535.5
David Rivers,534.8333333333334
Tom Kozelko,534.0
Clinton Wheeler,533.75
David Vaughn,533.5555555555555
Gary Plummer,533.5
Gerald Paddio,533.25
Tremaine Fowlkes,533.0
Jerome Allen,532.375
Conner Henry,532.0714285714284
Kenny Dennard,531.6666666666666
Bryce McGowens,531.3333333333333
Dontonio Wingfield,530.875
Ron Grandison,530.8571428571429
Ignas Brazdeikis,530.75
James Bouknight,530.6666666666666
Jalen Harris,530.5
Peter Thibeaux,530.5
Donta Hall,530.375
Hawkeye Whitney,530.0
Jackson Vroman,529.875
Pat Burke,529.5
Nathan Knight,528.8333333333334
Alexander Johnson,528.25
Darrell Elston,528.25
Matt Ryan,527.9166666666667
Luke Harangody,527.125
D.J. Kennedy,527.0
Carsen Edwards,527.0
Christian Eyenga,526.75
Jamal Cain,526.6666666666666
Freddie Gillespie,526.5
Marquis Teague,526.5
Rafael Araújo,526.5
Duje Dukan,526.0
Eric Mika,526.0
Darren Tillis,525.375
Semih Erden,525.0
Jamil Wilson,525.0
Mark Hendrickson,524.8333333333333
Mac McClung,524.5
Cal Bowdler,524.5
Patrick O'Bryant,524.4166666666666
Johnathan Williams,524.0
Udoka Azubuike,523.375
Brian Oliver,523.0
Frank Oleynick,522.0
Craig Porter Jr.,521.5
Tidjane Salaün,521.5
Grant Gondrezick,521.0
David Vanterpool,519.5
Keaton Wallace,519.0
Bracey Wright,518.5
Bill Martin,518.1666666666667
Trey Jemison,518.0833333333333
Marcus Haislip,517.75
Maceo Baston,517.5
Mike Taylor,516.0
Devin Durrant,515.5
John Shasky,515.1666666666667
Gabriel Deck,514.5
Dylan Windler,514.4285714285714
Wesley Cox,514.0
Dan Langhi,512.3333333333334
Joe Cooper,512.3333333333333
Chris Jent,512.25
Paul Dawkins,512.0
MarJon Beauchamp,512.0
Ron Davis,511.3333333333333
Sam Jacobson,511.0
Braxton Key,510.5
Pat Durham,510.25
Pierre Russell,510.0
Jamal Sampson,510.0
Myke Henry,510.0
Charles Jones,509.8913043478261
John Tschogl,509.66666666666663
Kenny Satterfield,509.0
Mario West,508.875
James Ray,508.83333333333337
Charles Jordan,508.5
Jeff Sanders,507.5
CJ Elleby,505.5
Alonzo Bradley,504.8333333333333
Martin Müürsepp,502.5
Derrick Byars,502.0
Chuck Aleksinas,501.5
Luke Witte,501.3333333333333
Joe Young,501.16666666666663
Brandon Williams,500.83333333333326
Kobe Bufkin,500.75
Jared Cunningham,500.375
A.J. Guyton,500.00000000000006
Stan Pietkiewicz,500.0
Eric White,499.875
Jackie Butler,499.83333333333337
Matt Guokas,499.0792483660131
Derrick Walton,499.0
Jim Bostic,499.0
Reggie Carter,498.75
Tremont Waters,498.5
Vander Blue,498.3333333333333
Rod Derline,498.25
Devin Robinson,498.0
Jeff Dowtin,497.9285714285714
Caleb Swanigan,497.6428571428571
Kobi Simmons,497.625
Jon Brockman,497.5
Ashraf Amaya,497.5
Darrin Hancock,497.41666666666663
Robbie Hummel,496.75
Curtis Borchardt,496.75
Bryce Dejean-Jones,496.5
Charles Jenkins,496.5
Daishen Nix,496.5
James White,496.16666666666674
John Kuester,495.8333333333333
Jeff Taylor,495.5
Donny Marshall,495.5
Robin Jones,495.0
Tony Robertson,495.0
Kenny Green,494.75
Patrick Baldwin Jr.,494.33333333333326
Jim O'Brien,494.25
Georgi Glouchkov,494.0
Sean Green,494.0
Anthony Brown,493.5
Rich Rinaldi,493.375
Paul Davis,493.25
Daniel Ewing,493.25
Paul McPherson,492.5
Allan Ray,492.0
Damion James,491.5
Clarence Kea,491.0
Art Long,490.5
William Avery,489.5
Scooter McCray,489.49999999999994
Mario Bennett,489.25
Rob Dillingham,488.5
Marcelo Huertas,488.5
Rodrick Rhodes,488.5
Andre Jackson Jr.,488.0
Jahmi'us Ramsey,487.33333333333326
Quincy Miller,487.0
Devontae Cacok,486.8333333333333
Dominique Jones,486.66666666666663
Nate Wolters,486.5
Elijah Millsap,486.5
Melvin Frazier,486.16666666666663
Bruce Flowers,485.5
Russ Lee,485.3333333333333
Orien Greene,484.75
Damjan Rudež,484.3333333333333
Rayjon Tucker,483.5
Bart Kofoed,483.0
KZ Okpala,483.0
Shawnelle Scott,481.875
Jemerrio Jones,481.75
Quenton Jackson,481.6666666666667
Josh Harrellson,480.83333333333337
Mike Harris,480.75
Willie Smith,479.875
DaJuan Summers,479.875
Tyrese Martin,479.5
Stewart Granger,479.1666666666667
Usman Garuba,478.33333333333337
Kevin Brooks,477.66666666666663
Anthony Roberson,477.5
Ricky Wilson,477.1666666666667
Henry Ward,476.75
Mamadi Diakite,476.4166666666667
Gary Garland,475.5
Ish Wainright,475.0
Tyler Cook,474.2857142857143
Bobby Wilson,474.25
Billy Garrett,474.0
Geoff Crompton,473.5
Lawrence Roberts,473.25
Shelton Jones,473.25
Rashad Vaughn,473.25
Devin Ebanks,473.00000000000006
Roy Hamilton,473.0
Hollis Copeland,473.0
Brad Holland,472.5
Óscar Torres,472.0
Doron Lamb,471.375
Amal McCaskill,470.25
Melvin Booker,469.875
Dave Henderson,469.5
Robert Franks,469.5
Keifer Sykes,469.5
Travis Wear,469.25
Omari Johnson,469.0
Ryan Rollins,469.0
Alfredrick Hughes,468.0
Greg Brown III,467.49999999999994
Chris Silva,467.1875
Sasha Vezenkov,467.0
Kostas Papanikolaou,466.5
Jimmy King,466.5
Ryan Humphrey,466.0
Tony Harris,465.66666666666663
Ivano Newbill,465.66666666666663
Sergey Karasev,465.00000000000006
Jacky Dorsey,464.5
Ben Handlogten,464.25
Bob Bigelow,463.5833333333333
Dalibor Bagarić,463.33333333333337
Justin Patton,462.625
Isaiah Taylor,462.25
Mark Radford,462.0
Damone Brown,461.5
Bob Lackey,461.0
John Douglas,460.75
Jordan Williams,460.5
Chris Hunter,460.0
